Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
27,"A Ermagun, J Tian","Charging into inequality: A national study of social, economic, and environment correlates of electric vehicle charging stations",2024,"Energy Research &Social Science","Elsevier","https://www.sciencedirect.com/science/article/pii/S2214629624002135","https://scholar.google.com/scholar?cites=18246447889398149248&as_sdt=2005&sciodt=2007&hl=en",127,"2025-09-15 07:45:49","","","","",,,,,27,27.00,14,2,1,"This study assesses the spatial disparity of public electric vehicle (EV) charging infrastructure in the United States. The analysis identifies areas characterized by deficient EV charging …","","https://scholar.google.com/scholar?q=related:gLBAfK5nOP0J:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025"
2,"A Fencl, J Rempel, G Klein, M Kyn, R Mitchell, A Yao","Follow the Money",2024,"","ucs.org","https://www.ucs.org/sites/default/files/2024-06/Follow-the-Money-Report-v3.pdf","https://scholar.google.com/scholar?cites=17339102476846027928&as_sdt=2005&sciodt=2007&hl=en",147,"2025-09-15 07:45:49","PDF","","","",,,,,2,2.00,0,6,1,"… For this reason, we consider that awards with a spatial overlap of at least 75 percent with CEJST or SB 535 communities potentially contribute to equity goals. By this definition, 24.4 …","https://www.ucs.org/sites/default/files/2024-06/Follow-the-Money-Report-v3.pdf","https://scholar.google.com/scholar?q=related:mNSAENbdoPAJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025"
0,"A Foden, L Dragon, A Abu-Obeidah, E Zuker, R Wildish","West Virginia Structural Health Monitoring Project Implementation Report",2025,"","rosap.ntl.bts.gov","https://rosap.ntl.bts.gov/view/dot/84717","",327,"2025-09-15 07:45:49","","","","",,,,,0,0.00,0,5,1,"… the Climate and Economic Justice Screening Tool (CEJST) (Figure 2). These critical bridges play a vital role in interstate and local commerce, connecting ports along the Ohio River with …","https://rosap.ntl.bts.gov/view/dot/84717/dot_84717_DS1.pdf","https://scholar.google.com/scholar?q=related:u-ZUT2a4tpEJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025"
0,"A Freitag, H Burkart, R Paudyal","Understanding resilience in communities across the US Coastline: Indicators, pressures, and applications",2024,"","repository.library.noaa.gov","https://repository.library.noaa.gov/view/noaa/61797/noaa_61797_DS1.pdf","",750,"2025-09-15 07:45:49","PDF","","","",,,,,0,0.00,0,3,1,"This report presents an exploratory study of resilience within coastal communities across the US Researchers at the National Oceanic and Atmospheric Administration’s (NOAA) …","https://repository.library.noaa.gov/view/noaa/61797/noaa_61797_DS1.pdf","https://scholar.google.com/scholar?q=related:2YnyM91aiXsJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025"
0,"A Fulton","A comparison of equity-based mapping tools used in urban forestry across Texas",2025,"","ir.library.oregonstate.edu","https://ir.library.oregonstate.edu/concern/graduate_projects/1n79hd64x","",63,"2025-09-15 07:45:49","","","","",,,,,0,0.00,0,1,1,"… CEJST identifies disadvantaged communities at the census … The resulting data from CEJST can be seen in Figure 1 for … government removed the tool, a replica of CEJST was made …","https://ir.library.oregonstate.edu/downloads/db78tn11h","https://scholar.google.com/scholar?q=related:kBozn1mot54J:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025"
1,"A Gaytan Tellez","Drinking Water and Wastewater in Socioeconomically Disadvantaged Communities in New Mexico: The Utilization of Geographic Information Systems to Identify …",2024,"","digitalrepository.unm.edu","https://digitalrepository.unm.edu/wr_sp/234/","https://scholar.google.com/scholar?cites=3422569741239875487&as_sdt=2005&sciodt=2007&hl=en",171,"2025-09-15 07:45:49","","","","",,,,,1,1.00,1,1,1,"The goal of this study is to identify the most burdened New Mexico community water systems (CWSs) and publicly owned treatment works (POTWs) with National Pollutant Discharge …","https://digitalrepository.unm.edu/cgi/viewcontent.cgi?article=1225&context=wr_sp","https://scholar.google.com/scholar?q=related:n3eazQtpfy8J:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025"
1,"A Hamre, D Kack","Insights to support transportation equity in rural America: a primer and practical compilation of concepts, resources, tools, and reforms",2023,"","rosap.ntl.bts.gov","https://rosap.ntl.bts.gov/view/dot/78278","https://scholar.google.com/scholar?cites=2068364999429183816&as_sdt=2005&sciodt=2007&hl=en",524,"2025-09-15 07:45:49","","","","",,,,,1,0.50,1,2,2,"… (CEQ) Climate &Economic Justice Screening Tool (CEJST)23 by providing users deeper insight into the transportation disadvantage component of CEJST” (BTS 2023). The ETCE is a …","https://rosap.ntl.bts.gov/view/dot/78278/dot_78278_DS1.pdf","https://scholar.google.com/scholar?q=related:SNnTIAJPtBwJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025"
0,"A Hermans, S Lieberman, G Samuels, Y Freemark, ...","Are Federal Energy Grid Investments Meeting the Need?: A Review of Recent Federal Energy Grid Funding",2025,"","urban.org","https://www.urban.org/research/publication/are-federal-energy-grid-investments-meeting-need","",431,"2025-09-15 07:45:49","","","","",,,,,0,0.00,0,5,1,"Energy production, reliability, and connectivity have long been priorities in federal spending. Now, climate change is straining the existing grid infrastructure and threatening energy …","https://www.urban.org/sites/default/files/2025-03/Are%20Federal%20Energy%20Grid%20Investments%20Meeting%20the%20Need.pdf","https://scholar.google.com/scholar?q=related:KFSFqIU6XiYJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025"
0,"A Hermans, Y Freemark, G Samuels, T Rajninger, ...","Are Federal Climate-Resilience Investments Meeting the Need?: A Review of Recent Federal Resiliency Funding",2025,"","urban.org","https://www.urban.org/research/publication/are-federal-climate-resilience-investments-meeting-need","",402,"2025-09-15 07:45:49","","","","",,,,,0,0.00,0,5,1,"Since the mid-twentieth century, the US government has increasingly sought to protect natural resources, remediate pollution, and protect communities facing environmental harm. 1 As …","https://www.urban.org/sites/default/files/2025-03/Are%20Federal%20Climate-Resilience%20Investments%20Meeting%20the%20Need.pdf","https://scholar.google.com/scholar?q=related:kPAPDnAuw7UJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025"
0,"A Hernandez, K Craig","Realizing Park Equity: An Evaluation of the National Park Service's Outdoor Recreation Legacy Partnership Program",2022,"","escholarship.org","https://escholarship.org/uc/item/5fd639jn","",754,"2025-09-15 07:45:49","","","","",,,,,0,0.00,0,2,3,"Urban parks perform multiple services and provide a variety of benefits. However, high-quality urban parks are predominantly located in white, high-income neighborhoods, leaving low-…","https://escholarship.org/content/qt5fd639jn/qt5fd639jn.pdf","https://scholar.google.com/scholar?q=related:Ch3y0_R1OzAJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025"
0,"A Kaswan","Governing Grants",2024,"Ohio St. LJ","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/ohslj85&section=39","",477,"2025-09-15 07:45:49","","","","",,,,,0,0.00,0,1,1,"… The Climate and Economic Justice Screening Tool identified disadvantaged communities by mapping data on climate impacts, energy burden, air pollution, poor health indicators, …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5251598","https://scholar.google.com/scholar?q=related:OplFIxAYnHoJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025"
2,"A Kaswan","Climate justice",2022,"Climate Justice, in Global Climate Change and US Law …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4168262","https://scholar.google.com/scholar?cites=8597041388122920305&as_sdt=2005&sciodt=2007&hl=en",693,"2025-09-15 07:45:49","","","","",,,,,2,0.67,2,1,3,"This draft chapter, prepared for an ABA treatise surveying US climate policy, explores legal and policy mechanisms for achieving climate justice. It begins with core conceptions of …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4168262","https://scholar.google.com/scholar?q=related:cdVl6pfTTncJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025"
0,"A Kim","An Equity Centered Approach to Prioritizing Flood Mitigation and Transportation Planning in Southeast Michigan",2023,"","deepblue.lib.umich.edu","https://deepblue.lib.umich.edu/handle/2027.42/176144","",418,"2025-09-15 07:45:49","","","","",,,,,0,0.00,0,1,2,"Transportation disruptions from flooding often reflect and exacerbate pre-existing socioeconomic disparities in an area. This study seeks to create an equity-centered model to assist …","https://deepblue.lib.umich.edu/bitstream/handle/2027.42/176144/Kim_April_Thesis.pdf?sequence=1","https://scholar.google.com/scholar?q=related:I3iucg13Kb4J:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025"
0,"A King","Integrating Public Health into Capital Planning for Climate Change: An Exploration of Public Health Measures and Their Use in Capital and Climate Planning",2023,"","search.proquest.com","https://search.proquest.com/openview/b1a70f8503b4c8ff18403ef74a290c6a/1?pq-origsite=gscholar&cbl=18750&diss=y","",51,"2025-09-15 07:45:49","BOOK","","","",,,,,0,0.00,0,1,2,"Climate change’s adverse impacts, including increasing heat, flooding risks, and wildfires, pose growing threats to human health, disproportionately affecting vulnerable populations …","https://digital.lib.washington.edu/researchworks/bitstream/handle/1773/50574/King_washington_0250O_25463.pdf?sequence=1","https://scholar.google.com/scholar?q=related:pJO_cGEI31wJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025"
5,"A Malone, R Deberdt, NM Smith, EA Holley","Could Justice40 reproduce injustices in the critical mineral sector?",2024,"Environmental Science & …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1462901124002284","https://scholar.google.com/scholar?cites=8726378341318491669&as_sdt=2005&sciodt=2007&hl=en",24,"2025-09-15 07:45:49","HTML","","","",,,,,5,5.00,1,4,1,"The United States is reprioritizing domestic extraction and processing of critical minerals, with billions of dollars of investments. Because of their uses in low-carbon technologies, the …","https://www.sciencedirect.com/science/article/pii/S1462901124002284","https://scholar.google.com/scholar?q=related:FX7z-d1SGnkJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025"
1,"A McCaskill","A Critique of Federal Grant Programs as A Source of Funding for Green Space in Environmental Justice Communities",2022,"Env't L.","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/envlnw52&section=37","https://scholar.google.com/scholar?cites=389913294753716427&as_sdt=2005&sciodt=2007&hl=en",227,"2025-09-15 07:45:49","","","","",,,,,1,0.33,1,1,3,"… of a Climate and Economic Justice Screening Tool (CEJST), … ) released a beta version of the CEJST on which the public can … The beta version of the CEJST utilizes publiclyavailable, …","","https://scholar.google.com/scholar?q=related:y1j_YhNAaQUJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025"
0,"A Mengual, K Madison, T Walter, H Tong, J Malik, ...","How to Design and Implement an Equitable Building Performance Standard: Lessons from the Building Performance Standards Technical Assistance Network",2024,"","aceee.org","https://www.aceee.org/sites/default/files/proceedings/ssb24/assets/attachments/20240722160814234_a21c01eb-9ed6-45ef-8425-9d561d5980f9.pdf","",249,"2025-09-15 07:45:49","PDF","","","",,,,,0,0.00,0,6,1,"… which reside in CEJST DAC census tracts. By comparing the properties in CEJST DAC and poorest conditions we were able to test the efficacy of only leveraging CEJST location-based …","https://www.aceee.org/sites/default/files/proceedings/ssb24/assets/attachments/20240722160814234_a21c01eb-9ed6-45ef-8425-9d561d5980f9.pdf","https://scholar.google.com/scholar?q=related:lVu4NHA56QAJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025"
0,"A Noble, R Bishop","Evolve CAPP",2024,"","osti.gov","https://www.osti.gov/servlets/purl/2476117","",803,"2025-09-15 07:45:49","PDF","","","",,,,,0,0.00,0,2,1,"Aaron Noble, Richard Bishop &the Evolve CAPP team Page 1 US Department of Energy National Energy Technology Laboratory Resource Sustainability Project Review Meeting April …","https://www.osti.gov/servlets/purl/2476117","https://scholar.google.com/scholar?q=related:AP7VnLACEqcJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025"
7,"A Parker, H Horsey, M Dahlhausen, M Praprost, ...","Comstock reference documentation (v. 1)",2023,"","osti.gov","https://www.osti.gov/biblio/1967948","https://scholar.google.com/scholar?cites=12180477608715860143&as_sdt=2005&sciodt=2007&hl=en",225,"2025-09-15 07:45:49","","","","",,,,,7,3.50,1,5,2,"The commercial building sector stock model, or ComStock™, is a highly granular, bottom-up model that uses multiple data sources, statistical sampling methods, and advanced building …","https://www.osti.gov/servlets/purl/1967948","https://scholar.google.com/scholar?q=related:r7gbptm_CakJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025"
0,"A Rajib, S Owen","Nature Based Climate Solution in Tribal Nations via Efficient Mapping and Modeling of Wetlands and Small Waterbodies",,"usbr.gov","","https://usbr.gov/watersmart/appliedscience/docs/2023/056_Univ_Texas_Arlington_508.pdf","",589,"2025-09-15 07:45:49","PDF","","","",,,,,0,0.00,0,2,,"Traditional projects of Nature Based Climate Solutions (NBCS) for drought management are often limited to utilizing wetland/riparian storage in small watersheds or site specific-scales. …","https://usbr.gov/watersmart/appliedscience/docs/2023/056_Univ_Texas_Arlington_508.pdf","https://scholar.google.com/scholar?q=related:aHt2kfFLTkwJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025"
0,"A Shreevastava, G Hulley, S Prasanth, ...","Contemporary income inequality outweighs historic redlining in shaping intra-urban heat disparities in Los Angeles",2025,"Nature …","nature.com","https://www.nature.com/articles/s41467-025-59912-x","",340,"2025-09-15 07:45:49","HTML","","","",,,,,0,0.00,0,4,1,"The roots of intra-urban heat disparity in the US often trace back to historical discriminatory practices, such as redlining, which categorized neighborhoods by race or ethnicity. In this …","https://www.nature.com/articles/s41467-025-59912-x","https://scholar.google.com/scholar?q=related:Cncq4jumhHoJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025"
