Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"A Vidmar","“That's What We Call 'Aesthetics'”: The Social Construction of Tap Water Mistrust in an Underbounded Community",2022,"","search.proquest.com","https://search.proquest.com/openview/1abefa096367fc0dca1c802846ab140e/1?pq-origsite=gscholar&cbl=18750&diss=y","",156,"2025-08-29 15:46:59","","","","",,,,,0,0.00,0,1,3,"… Mobile homes in the University Area The US EPA’s EJScreen tool also reveals that the community ranks at or above the 90th percentile (compared nationally) for hazardous waste …","https://digitalcommons.usf.edu/cgi/viewcontent.cgi?article=11650&context=etd","https://scholar.google.com/scholar?q=related:sByM8hF-YG0J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022"
39,"A Whitmore, C Samaras, CT Hendrickson, ...","Integrating public transportation and shared autonomous mobility for equitable transit coverage: A cost-efficiency analysis",2022,"Transportation Research …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2590198222000343","https://scholar.google.com/scholar?cites=14980855637950907608&as_sdt=2005&sciodt=2007&hl=en",173,"2025-08-29 15:46:59","HTML","","","",,,,,39,13.00,10,4,3,"As automated transportation technology advances, public transit agencies could consider how integrating autonomous vehicles and shuttles into existing transit systems affects equity. …","https://www.sciencedirect.com/science/article/pii/S2590198222000343","https://scholar.google.com/scholar?q=related:2MR4q9Sw5s8J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022"
2,"A Wilson-Lopez, J Taylor, I Santiago","Principles for designing engineering curricula grounded in environmental justice",2022,"2022 ASEE Annual …","peer.asee.org","https://peer.asee.org/principles-for-designing-engineering-curricula-grounded-in-environmental-justice.pdf","https://scholar.google.com/scholar?cites=10364887527865390575&as_sdt=2005&sciodt=2007&hl=en",183,"2025-08-29 15:46:59","PDF","","","",,,,,2,0.67,1,3,3,"… Students used findings from their explorations of the EJScreen, and other data visualization tools, to highlight environmental inequities as well as to illustrate what these same places …","https://peer.asee.org/principles-for-designing-engineering-curricula-grounded-in-environmental-justice.pdf","https://scholar.google.com/scholar?q=related:7xVLg0p6148J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022"
36,"A Wolkin, S Collier, JS House, D Reif, ...","Comparison of national vulnerability indices used by the Centers for Disease Control and Prevention for the COVID-19 response",2022,"Public Health …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/00333549221090262","https://scholar.google.com/scholar?cites=12648922081397551410&as_sdt=2005&sciodt=2007&hl=en",185,"2025-08-29 15:46:59","","10.1177/00333549221090262","","",,,,,36,12.00,7,5,3,"Objective: Vulnerability indices use quantitative indicators and geospatial data to examine the level of vulnerability to morbidity in a community. The Centers for Disease Control and …","https://journals.sagepub.com/doi/full/10.1177/00333549221090262","https://scholar.google.com/scholar?q=related:MrFLvZ3_ia8J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022"
15,"A Zrzavy, M Blondell, W Kobayashi, B Redden, ...","Addressing cumulative impacts: lessons from environmental justice screening tool development and resistance",2022,"Env't L. Rep.","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/elrna52&section=18","https://scholar.google.com/scholar?cites=10679008327740126664&as_sdt=2005&sciodt=2007&hl=en",13,"2025-08-29 15:46:59","","","","",,,,,15,5.00,3,5,3,"… We note that although there are several other EJ screening tools or databases currently available in the United States, these were not included in our analysis because they either: …","https://www.eli.org/sites/default/files/files-pdf/52.10111.pdf","https://scholar.google.com/scholar?q=related:yHVjiH51M5QJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022"
3,"AH Thompson, KS Bunds","Stadia and community stewardship: community benefits and public finance for New York's Yankee Stadium",2022,"Sport Stadiums and Environmental …","library.oapen.org","https://library.oapen.org/bitstream/handle/20.500.12657/102723/1/9781000822540.pdf#page=148","https://scholar.google.com/scholar?cites=14163109725032108292&as_sdt=2005&sciodt=2007&hl=en",272,"2025-08-29 15:46:59","PDF","","","",,,,,3,1.00,2,2,3,"… According to the EPA’s EJScreen database, the South Bronx is in the highest percentile for cancer risk, traffic proximity, and diesel exposure. Additionally, a 2016 NYC OpenData map of …","https://library.oapen.org/bitstream/handle/20.500.12657/102723/1/9781000822540.pdf#page=148","https://scholar.google.com/scholar?q=related:BFFra0F5jcQJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022"
2,"AJL Quist, JE Johnston, MD Fliss","Disparities of industrial animal operations in California, Iowa, and North Carolina",2022,"age","earthjustice.org","https://earthjustice.org/wp-content/uploads/quistreport_cafopetition_oct2022.pdf","https://scholar.google.com/scholar?cites=14669446564960815685&as_sdt=2005&sciodt=2007&hl=en",120,"2025-08-29 15:46:59","PDF","","","",,,,,2,0.67,1,3,3,"… EJScreen estimates environmental exposures for Census … EJScreen does not currently incorporate CAFO data into its … For both the SVI and EJScreen, we split the continuous indices …","https://earthjustice.org/wp-content/uploads/quistreport_cafopetition_oct2022.pdf","https://scholar.google.com/scholar?q=related:RUoQxO1XlMsJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022"
0,"AL Bohmholdt, FV Cochran, S Habib, MA Rodriguez, ...","Equity in Climate Resilience Planning and Investments",2022,"","rongyidianshang.com","https://www.rongyidianshang.com/sjp/resources/Equity_in_Climate_Resilience_Planning_and_Investments.pdf","",205,"2025-08-29 15:46:59","PDF","","","",,,,,0,0.00,0,5,3,"This work is expected to continue beyond this document, ideally building consensus on the methods that can be used to consider social equity within economic analyses, for program …","https://www.rongyidianshang.com/sjp/resources/Equity_in_Climate_Resilience_Planning_and_Investments.pdf","https://scholar.google.com/scholar?q=related:ctG2iRAnAWEJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022"
0,"ALR Peterein","An Investigation of Hydraulic and GIS Processes to Inform Environmental Justice Decision-Making Regarding 10% Annual Chance Flooding Events",2022,"","search.proquest.com","https://search.proquest.com/openview/b9ce3431be94bbaaafb9bc543844dac0/1?pq-origsite=gscholar&cbl=18750&diss=y","",9,"2025-08-29 15:46:59","","","","",,,,,0,0.00,0,1,3,"… Modeled using a Geographic Information System (GIS) interface, EJScreen allows users and stakeholders to add different map layers included in EJScreen, such as the Environmental …","https://mospace.umsystem.edu/xmlui/bitstream/handle/10355/91528/PetereinAmberResearch.pdf?sequence=1","https://scholar.google.com/scholar?q=related:75P5HMc_eCAJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022"
7,"AM Amerson, TM Harris, SR Michener, ...","A summary of environmental monitoring recommendations for marine energy development that considers life cycle sustainability",2022,"Journal of Marine …","mdpi.com","https://www.mdpi.com/2077-1312/10/5/586","https://scholar.google.com/scholar?cites=12075215751485799891&as_sdt=2005&sciodt=2007&hl=en",275,"2025-08-29 15:46:59","HTML","","","",,,,,7,2.33,2,4,3,"… color, national origin, or income with respect to the development, implementation and enforcement of environmental laws, regulations and policies”, and has developed the EJSCREEN …","https://www.mdpi.com/2077-1312/10/5/586","https://scholar.google.com/scholar?q=related:0z2Drb_Ik6cJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022"
