Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
13,"H Jung, RF Engle, S Ge, X Zeng","Measuring the climate risk exposure of insurers",2023,"","econstor.eu","https://www.econstor.eu/handle/10419/284026","https://scholar.google.com/scholar?cites=18037007135818056514&as_sdt=2005&sciodt=2007&hl=en",6,"2025-09-15 07:45:38","","","","",,,,,13,6.50,3,4,2,"Insurance companies can be exposed to climate-related physical risk through their operations and to transition risk through their $12 trillion of financial asset holdings. We assess the …","https://www.econstor.eu/bitstream/10419/284026/1/sr1066.pdf","https://scholar.google.com/scholar?q=related:QgOfBW1SUPoJ:scholar.google.com/&scioq=%22climate+risk+viewer%22%7C%22usda+climate+risk+viewer%22%7C%22forest+service+climate+risk+viewer%22%7C%22usfs+climate+risk+viewer%22%7C%22climate+risk+mapping+tool+usda%22%7C%22usda+risk+viewer+climate%22%7C%22usda+climate+risk+tool%22%7C%22climate+risk+beta+viewer%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2025"
28,"I Forest, RE Station","USDA Forest Service",,"Ogden, EUA","fs.usda.gov","https://www.fs.usda.gov/sites/default/files/fy24-agency-coordination-report.pdf","https://scholar.google.com/scholar?cites=10727333522832232180&as_sdt=2005&sciodt=2007&hl=en",2,"2025-09-15 07:45:38","PDF","","","",,,,,28,0.00,14,2,,"","https://www.fs.usda.gov/sites/default/files/fy24-agency-coordination-report.pdf","https://scholar.google.com/scholar?q=related:9A6OzwAl35QJ:scholar.google.com/&scioq=%22climate+risk+viewer%22%7C%22usda+climate+risk+viewer%22%7C%22forest+service+climate+risk+viewer%22%7C%22usfs+climate+risk+viewer%22%7C%22climate+risk+mapping+tool+usda%22%7C%22usda+risk+viewer+climate%22%7C%22usda+climate+risk+tool%22%7C%22climate+risk+beta+viewer%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2025"
0,"J Wang, G Chen, P Hsieh, W Chen","Physical climate change risk and ESG green premium",2024,"Applied Economics","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/00036846.2024.2421456","",5,"2025-09-15 07:45:38","","10.1080/00036846.2024.2421456","","",,,,,0,0.00,0,4,1,"… To assess the predictive power of ESG engagement and climate risk beta … climate risk beta, and the decile 10 contains stocks with the highest standardized E-Scores or climate risk beta. …","","https://scholar.google.com/scholar?q=related:RPPIEhdQbb8J:scholar.google.com/&scioq=%22climate+risk+viewer%22%7C%22usda+climate+risk+viewer%22%7C%22forest+service+climate+risk+viewer%22%7C%22usfs+climate+risk+viewer%22%7C%22climate+risk+mapping+tool+usda%22%7C%22usda+risk+viewer+climate%22%7C%22usda+climate+risk+tool%22%7C%22climate+risk+beta+viewer%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2025"
0,"JM Egan, J Lestina, Z Holden, ...","Association of multidecadal repeat dryness with wildfire and bark beetle forest disturbances in the conterminous United States, 2000–2022",2024,"In: Pandit, K.; …","research.fs.usda.gov","https://research.fs.usda.gov/treesearch/68821","",12,"2025-09-15 07:45:38","","","","",,,,,0,0.00,0,4,1,"This work developed a precipitation-based forest exposure indicator that identified warm season (May-Sept.) changed conditions between the multidecadal wet cycle from 1940s-1999 …","https://research.fs.usda.gov/treesearch/download/68821.pdf","https://scholar.google.com/scholar?q=related:bUtgiFi_-pYJ:scholar.google.com/&scioq=%22climate+risk+viewer%22%7C%22usda+climate+risk+viewer%22%7C%22forest+service+climate+risk+viewer%22%7C%22usfs+climate+risk+viewer%22%7C%22climate+risk+mapping+tool+usda%22%7C%22usda+risk+viewer+climate%22%7C%22usda+climate+risk+tool%22%7C%22climate+risk+beta+viewer%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2025"
15,"JV Bats, G Bua, D Kapp","Physical and transition risk premiums in euro area corporate bond markets",2024,"","econstor.eu","https://www.econstor.eu/handle/10419/297339","https://scholar.google.com/scholar?cites=8749056927212373501&as_sdt=2005&sciodt=2007&hl=en",20,"2025-09-15 07:45:38","BOOK","","","",,,,,15,15.00,5,3,1,"… Our study, as a whole, offers valuable insights into the pricing dynamics of climate risk beta and its impact on the euro area corporate bond market. These findings carry significant …","https://www.econstor.eu/bitstream/10419/297339/1/ecb.wp2899.pdf","https://scholar.google.com/scholar?q=related:_QUquuvkankJ:scholar.google.com/&scioq=%22climate+risk+viewer%22%7C%22usda+climate+risk+viewer%22%7C%22forest+service+climate+risk+viewer%22%7C%22usfs+climate+risk+viewer%22%7C%22climate+risk+mapping+tool+usda%22%7C%22usda+risk+viewer+climate%22%7C%22usda+climate+risk+tool%22%7C%22climate+risk+beta+viewer%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2025"
0,"NECWE Childress","Forest Carbon Assessment for the Mississippi National Forests in the Forest Service's Southern Region",,"fs.usda.gov","","https://www.fs.usda.gov/sites/nfs/files/r08/mississippi/publication/Forest%20Carbon%20Assessment_1.pdf","",10,"2025-09-15 07:45:38","PDF","","","",,,,,0,0.00,0,1,,"","https://www.fs.usda.gov/sites/nfs/files/r08/mississippi/publication/Forest%20Carbon%20Assessment_1.pdf","https://scholar.google.com/scholar?q=related:hv5g9EVGGM4J:scholar.google.com/&scioq=%22climate+risk+viewer%22%7C%22usda+climate+risk+viewer%22%7C%22forest+service+climate+risk+viewer%22%7C%22usfs+climate+risk+viewer%22%7C%22climate+risk+mapping+tool+usda%22%7C%22usda+risk+viewer+climate%22%7C%22usda+climate+risk+tool%22%7C%22climate+risk+beta+viewer%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2025"
0,"PW Clark, AW D'Amato¹, LA Fitts, ...","Forest assisted migration and adaptation plantings in the",2025,"Forest Assisted …","books.google.com","https://books.google.com/books?hl=en&lr=&id=qNRFEQAAQBAJ&oi=fnd&pg=PA114&dq=%22climate+risk+viewer%22%7C%22usda+climate+risk+viewer%22%7C%22forest+service+climate+risk+viewer%22%7C%22usfs+climate+risk+viewer%22%7C%22climate+risk+mapping+tool+usda%22%7C%22usda+risk+viewer+climate%22%7C%22usda+climate+risk+tool%22%7C%22climate+risk+beta+viewer%22&ots=xkE_dLezcx&sig=yPBACbBQGhKFb2lJjiNOTO3oHiM","",21,"2025-09-15 07:45:38","","","","",,,,,0,0.00,0,4,1,"Global climate change is expected to affect forested ecosystems worldwide, with impacts to community structure, composition, and ecosystem function (Dale et al., 2001). Consequently, …","","https://scholar.google.com/scholar?q=related:o6QBeMB1WOEJ:scholar.google.com/&scioq=%22climate+risk+viewer%22%7C%22usda+climate+risk+viewer%22%7C%22forest+service+climate+risk+viewer%22%7C%22usfs+climate+risk+viewer%22%7C%22climate+risk+mapping+tool+usda%22%7C%22usda+risk+viewer+climate%22%7C%22usda+climate+risk+tool%22%7C%22climate+risk+beta+viewer%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2025"
0,"S Salbrechter","Financial news and the equity market: a machine learning approach to news anaysis",2024,"","repositum.tuwien.at","https://repositum.tuwien.at/handle/20.500.12708/193735","",14,"2025-09-15 07:45:38","","","","",,,,,0,0.00,0,1,1,"… on these models to obtain climate risk beta estimates for each firm. Again, we form a green-minus-brown portfolio, this time, however, sorted by the climate risk beta. This portfolio …","https://repositum.tuwien.at/bitstream/20.500.12708/193735/1/Salbrechter%20Stefan%20-%202024%20-%20Financial%20News%20and%20the%20Equity%20Market%20A%20Machine...pdf","https://scholar.google.com/scholar?q=related:4ihvSf43UzAJ:scholar.google.com/&scioq=%22climate+risk+viewer%22%7C%22usda+climate+risk+viewer%22%7C%22forest+service+climate+risk+viewer%22%7C%22usfs+climate+risk+viewer%22%7C%22climate+risk+mapping+tool+usda%22%7C%22usda+risk+viewer+climate%22%7C%22usda+climate+risk+tool%22%7C%22climate+risk+beta+viewer%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2025"
0,"SM Irshad","Climate Risk Economics",2024,"Economics of Disasters and Climate Change: Risk and …","Springer","https://link.springer.com/chapter/10.1007/978-981-97-9415-7_5","",24,"2025-09-15 07:45:38","","10.1007/978-981-97-9415-7_5","","",,,,,0,0.00,0,1,1,"This chapter examines climate change as a global concern, linking environmental, economic, and social impacts. It explores the evolution of climate economics, highlighting the need …","","https://scholar.google.com/scholar?q=related:QAn1WG5jSUUJ:scholar.google.com/&scioq=%22climate+risk+viewer%22%7C%22usda+climate+risk+viewer%22%7C%22forest+service+climate+risk+viewer%22%7C%22usfs+climate+risk+viewer%22%7C%22climate+risk+mapping+tool+usda%22%7C%22usda+risk+viewer+climate%22%7C%22usda+climate+risk+tool%22%7C%22climate+risk+beta+viewer%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2025"
3,"T Dangl, M Halling, S Salbrechter","Firm-specific climate risk estimated from public news",2023,"Available at SSRN 4575999","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4575999","https://scholar.google.com/scholar?cites=4669218314493648873&as_sdt=2005&sciodt=2007&hl=en",9,"2025-09-15 07:45:38","","","","",,,,,3,1.50,1,3,2,"… cross-sectional regressions and in Section 4.4 we calculate climate risk beta coefficients which we use to form betasorted … Every month we rank firms by their regulatory climate-risk beta …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4575999","https://scholar.google.com/scholar?q=related:6V8khlFlzEAJ:scholar.google.com/&scioq=%22climate+risk+viewer%22%7C%22usda+climate+risk+viewer%22%7C%22forest+service+climate+risk+viewer%22%7C%22usfs+climate+risk+viewer%22%7C%22climate+risk+mapping+tool+usda%22%7C%22usda+risk+viewer+climate%22%7C%22usda+climate+risk+tool%22%7C%22climate+risk+beta+viewer%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2025"
6,"T Mai, A Lopez, M Marquis, M Gleason, A Hamilton, ...","Land of opportunity: potential for renewable energy on federal lands",2025,"","osti.gov","https://www.osti.gov/biblio/2522746","https://scholar.google.com/scholar?cites=13036492291166781105&as_sdt=2005&sciodt=2007&hl=en",22,"2025-09-15 07:45:38","","","","",,,,,6,6.00,1,6,1,"Renewable energy (RE) in the United States has historically been deployed primarily on private lands, but the growing interest in RE development, generally across the country and …","https://www.osti.gov/servlets/purl/2522746","https://scholar.google.com/scholar?q=related:sT4dJKvs6rQJ:scholar.google.com/&scioq=%22climate+risk+viewer%22%7C%22usda+climate+risk+viewer%22%7C%22forest+service+climate+risk+viewer%22%7C%22usfs+climate+risk+viewer%22%7C%22climate+risk+mapping+tool+usda%22%7C%22usda+risk+viewer+climate%22%7C%22usda+climate+risk+tool%22%7C%22climate+risk+beta+viewer%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2025"
5,"V Lalwani","Climate risks, corporate bonds, and economic uncertainty",2024,"Economics Letters","Elsevier","https://www.sciencedirect.com/science/article/pii/S0165176524004683","https://scholar.google.com/scholar?cites=6118956359153565897&as_sdt=2005&sciodt=2007&hl=en",13,"2025-09-15 07:45:38","","","","",,,,,5,5.00,5,1,1,"We test for the existence of climate change risks in corporate bond returns. Using risk factors based on textual analysis of news articles, we estimate the sensitivity of bonds to climate …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4978479","https://scholar.google.com/scholar?q=related:yUB3l2Pm6lQJ:scholar.google.com/&scioq=%22climate+risk+viewer%22%7C%22usda+climate+risk+viewer%22%7C%22forest+service+climate+risk+viewer%22%7C%22usfs+climate+risk+viewer%22%7C%22climate+risk+mapping+tool+usda%22%7C%22usda+risk+viewer+climate%22%7C%22usda+climate+risk+tool%22%7C%22climate+risk+beta+viewer%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2025"
0,"W Yang","Essays on Corporate Bond Return and Firm Earning Predictability",2025,"","search.proquest.com","https://search.proquest.com/openview/1ba860e54e125fdce20ad9933e2f2099/1?pq-origsite=gscholar&cbl=18750&diss=y","",16,"2025-09-15 07:45:38","","","","",,,,,0,0.00,0,1,1,"In the first chapter of my dissertation, I propose a dynamic asset pricing model to shed light on the anomalies documented in the corporate bond literature. The model features a …","","https://scholar.google.com/scholar?q=related:eqoRMEI3jb0J:scholar.google.com/&scioq=%22climate+risk+viewer%22%7C%22usda+climate+risk+viewer%22%7C%22forest+service+climate+risk+viewer%22%7C%22usfs+climate+risk+viewer%22%7C%22climate+risk+mapping+tool+usda%22%7C%22usda+risk+viewer+climate%22%7C%22usda+climate+risk+tool%22%7C%22climate+risk+beta+viewer%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2025"
0,"X Lyu, C Shan, DY Tang","The"" Major Questions"" of Carbon Emissions and Value Relevance of Climate Litigation",2024,"","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4428369","",19,"2025-09-15 07:45:38","","","","",,,,,0,0.00,0,3,1,"… To ensure robustness, we estimate the climate risk beta to measure firms’ exposure to transition risks. We also use the transition climate risk measure developed by Li, Shan, Tang, and …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4428369","https://scholar.google.com/scholar?q=related:SBT2LmF01SUJ:scholar.google.com/&scioq=%22climate+risk+viewer%22%7C%22usda+climate+risk+viewer%22%7C%22forest+service+climate+risk+viewer%22%7C%22usfs+climate+risk+viewer%22%7C%22climate+risk+mapping+tool+usda%22%7C%22usda+risk+viewer+climate%22%7C%22usda+climate+risk+tool%22%7C%22climate+risk+beta+viewer%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2025"
